Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax
"('T',)",pretext,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('Z',)",preside,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,18,False,True
"('Z',)",preside,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,4,False,True
"('Z',)",preside,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('M',)",premiere,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,20,False,True
"('M',)",premiere,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,1,False,True
"('M',)",premiere,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('M',)",remorse,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,22,False,True
"('M',)",remorse,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('M',)",remorse,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('R', 'N')",varnish,XC,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,0,True,False
"('R', 'N')",varnish,CX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,18,True,False
"('R', 'N')",varnish,CCX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,4,True,False
"('R', 'N')",varnish,X,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,0,True,False
"('S', 'T')",blister,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,5,True,True
"('S', 'T')",blister,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,15,True,True
"('S', 'T')",blister,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,2,True,True
"('S', 'T')",blister,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,True,True
"('R',)",oral,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,3,True,True
"('R',)",oral,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,19,True,True
"('R',)",oral,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True
"('M',)",primal,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0,1,0,0,19,True,False
"('M',)",primal,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0,1,0,0,3,True,False
"('M',)",primal,X,0.6709716053288722,0.3290283946711278,0,0,XC,0,1,0,0,0,True,False
"('N', 'S')",princess,XC,0.0,0.6911250384286415,0.3088749615713585,0,CX,0,0,1,0,0,True,True
"('N', 'S')",princess,CX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0,0,1,0,20,True,True
"('N', 'S')",princess,CCX,0.0,0.6911250384286415,0.3088749615713585,0,CX,0,0,1,0,2,True,True
"('N', 'S')",princess,X,0.0,0.6911250384286415,0.3088749615713585,0,CX,0,0,1,0,0,True,True
"('M', 'R')",primrose,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True
"('M', 'R')",primrose,CX,0.0,1.0,0.0,0,CX,0,1,0,0,21,True,True
"('M', 'R')",primrose,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('M', 'R')",primrose,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('NG', 'G')",mingle,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('NG', 'G')",mingle,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True
"('NG', 'G')",mingle,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('NG', 'G')",mingle,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('V',)",prevent,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,22,False,True
"('V',)",prevent,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('V',)",prevent,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",repel,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,20,False,True
"('P',)",repel,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,2,False,True
"('P',)",repel,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('D',)",adore,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,22,False,True
"('D',)",adore,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,False,True
"('D',)",adore,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",repeat,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,22,False,True
"('P',)",repeat,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",repeat,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",repair,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,21,False,True
"('P',)",repair,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,1,False,True
"('P',)",repair,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('N', 'T')",rental,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,1,True,True
"('N', 'T')",rental,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,20,True,True
"('N', 'T')",rental,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,1,True,True
"('N', 'T')",rental,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,0,True,True
"('L',)",rely,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,22,False,True
"('L',)",rely,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,False,True
"('L',)",rely,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,False,True
"('T',)",glitter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,15,True,True
"('T',)",glitter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,7,True,True
"('T',)",glitter,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True
"('T',)",titter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,14,True,True
"('T',)",titter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,7,True,True
"('T',)",titter,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1,True,True
"('F', 'T')",rafter,XC,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,1,0,0,2,True,True
"('F', 'T')",rafter,CX,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,1,0,0,15,True,True
"('F', 'T')",rafter,CCX,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,1,0,0,5,True,True
"('F', 'T')",rafter,X,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,1,0,0,0,True,True
"('N',)",goner,XC,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,12,True,False
"('N',)",goner,CX,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,10,True,False
"('N',)",goner,X,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,0,True,False
"('N', 'CH', 'P')",linchpin,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,True
"('N', 'CH', 'P')",linchpin,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,1,True,True
"('N', 'CH', 'P')",linchpin,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,20,True,True
"('N', 'CH', 'P')",linchpin,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,True
"('N', 'CH', 'P')",linchpin,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,1,True,True
"('N',)",banner,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,10,True,True
"('N',)",banner,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,12,True,True
"('N',)",banner,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,True,True
"('R',)",heiress,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,7,True,True
"('R',)",heiress,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,14,True,True
"('R',)",heiress,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,1,True,True
"('P', 'L')",replace,XC,0.7999655706662075,0.20003442933379237,0.0,0,XC,1,0,0,0,19,True,False
"('P', 'L')",replace,CX,0.7999655706662075,0.20003442933379237,0.0,0,XC,1,0,0,0,3,True,False
"('P', 'L')",replace,CCX,0.7999655706662075,0.20003442933379237,0.0,0,XC,1,0,0,0,0,True,False
"('P', 'L')",replace,X,0.7999655706662075,0.20003442933379237,0.0,0,XC,1,0,0,0,0,True,False
"('R', 'S')",persist,XC,0.0,0.8041076866232625,0.19589231337673757,0,CX,0.25,0.25,0.25,0,1,False,True
"('R', 'S')",persist,CX,0.0,0.8041076866232625,0.19589231337673757,0,CX,0.25,0.25,0.25,0,21,False,True
"('R', 'S')",persist,CCX,0.0,0.8041076866232625,0.19589231337673757,0,CX,0.25,0.25,0.25,0,0,False,True
"('R', 'S')",persist,X,0.0,0.8041076866232625,0.19589231337673757,0,CX,0.25,0.25,0.25,0,0,False,True
"('B',)",probate,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,21,True,False
"('B',)",probate,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,1,True,False
"('B',)",probate,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0,True,False
"('P',)",chapel,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,15,True,True
"('P',)",chapel,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,7,True,True
"('P',)",chapel,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,True,True
"('F',)",scaffold,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,14,True,True
"('F',)",scaffold,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,8,True,True
"('F',)",scaffold,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,True
"('D',)",bawdy,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,20,True,True
"('D',)",bawdy,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,2,True,True
"('D',)",bawdy,X,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,0,True,True
"('Z',)",bazaar,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,22,False,True
"('Z',)",bazaar,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('Z',)",bazaar,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('HH',)",rehearse,XC,1.0,0.0,0,0,XC,0.25,0.25,0,0,22,False,False
"('HH',)",rehearse,CX,1.0,0.0,0,0,XC,0.25,0.25,0,0,0,False,False
"('HH',)",rehearse,X,1.0,0.0,0,0,XC,0.25,0.25,0,0,0,False,False
"('S', 'T')",mystic,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,6,True,True
"('S', 'T')",mystic,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,13,True,True
"('S', 'T')",mystic,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,3,True,True
"('S', 'T')",mystic,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,True,True
"('L', 'T')",mealtime,XC,0.0,0.8484270043009713,0.15157299569902866,0,CX,0,1,0,0,0,True,False
"('L', 'T')",mealtime,CX,0.0,0.8484270043009713,0.15157299569902866,0,CX,0,1,0,0,22,True,False
"('L', 'T')",mealtime,CCX,0.0,0.8484270043009713,0.15157299569902866,0,CX,0,1,0,0,0,True,False
"('L', 'T')",mealtime,X,0.0,0.8484270043009713,0.15157299569902866,0,CX,0,1,0,0,0,True,False
"('M', 'N')",remnant,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('M', 'N')",remnant,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True
"('M', 'N')",remnant,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'N')",remnant,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N',)",renew,XC,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,21,False,True
"('N',)",renew,CX,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,1,False,True
"('N',)",renew,X,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,0,False,True
"('M',)",remit,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,22,False,False
"('M',)",remit,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,False
"('M',)",remit,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,False
"('M',)",remark,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,21,False,True
"('M',)",remark,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,1,False,True
"('M',)",remark,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('R',)",borax,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,6,True,True
"('R',)",borax,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,16,True,True
"('R',)",borax,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True
"('R',)",diary,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,12,False,True
"('R',)",diary,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,9,False,True
"('R',)",diary,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,1,False,True
"('N',)",money,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,18,True,True
"('N',)",money,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,4,True,True
"('N',)",money,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,True,True
"('R', 'F')",forfeit,XC,0.0,0.945323613086771,0.054676386913229014,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'F')",forfeit,CX,0.0,0.945323613086771,0.054676386913229014,0,CX,0.25,0.25,0.25,0,22,True,True
"('R', 'F')",forfeit,CCX,0.0,0.945323613086771,0.054676386913229014,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'F')",forfeit,X,0.0,0.945323613086771,0.054676386913229014,0,CX,0.25,0.25,0.25,0,0,True,True
"('T', 'R')",retrench,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,22,False,False
"('T', 'R')",retrench,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('T', 'R')",retrench,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('T', 'R')",retrench,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,False,False
"('R', 'D')",ardor,XC,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,1,True,False
"('R', 'D')",ardor,CX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,21,True,False
"('R', 'D')",ardor,CCX,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0,True,False
"('R', 'D')",ardor,X,0.0,0.662737112261928,0.33726288773807195,0,CX,0.25,0.25,0.25,0,0,True,False
"('F',)",dauphin,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,22,True,False
"('F',)",dauphin,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,False
"('F',)",dauphin,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,False
"('R', 'L')",barley,XC,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,0,True,False
"('R', 'L')",barley,CX,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,21,True,False
"('R', 'L')",barley,CCX,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,1,True,False
"('R', 'L')",barley,X,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,0,True,False
"('R',)",baroque,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,20,False,True
"('R',)",baroque,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,2,False,True
"('R',)",baroque,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,False,True
"('T', 'R')",retrace,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,21,False,False
"('T', 'R')",retrace,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,1,False,False
"('T', 'R')",retrace,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,0,False,False
"('T', 'R')",retrace,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,0,False,False
"('Z',)",resort,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,22,False,True
"('Z',)",resort,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('Z',)",resort,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('T', 'R')",retread,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,21,False,False
"('T', 'R')",retread,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,1,False,False
"('T', 'R')",retread,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,0,False,False
"('T', 'R')",retread,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,1,0,0,0,0,False,False
"('K',)",beckon,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,14,True,True
"('K',)",beckon,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,8,True,True
"('K',)",beckon,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,True
"('F',)",chauffeur,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,19,False,False
"('F',)",chauffeur,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,2,False,False
"('F',)",chauffeur,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,1,False,False
"('R',)",arrears,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,19,False,True
"('R',)",arrears,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,3,False,True
"('R',)",arrears,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,False,True
"('F', 'T')",leftist,XC,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,0,1,0,1,True,True
"('F', 'T')",leftist,CX,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,0,1,0,11,True,True
"('F', 'T')",leftist,CCX,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,0,1,0,10,True,True
"('F', 'T')",leftist,X,0.0,0.36062378167641324,0.6393762183235867,0,CX,0,0,1,0,0,True,True
"('W',)",reward,XC,1.0,0.0,0,0,XC,0.25,0.25,0,0,22,False,True
"('W',)",reward,CX,1.0,0.0,0,0,XC,0.25,0.25,0,0,0,False,True
"('W',)",reward,X,1.0,0.0,0,0,XC,0.25,0.25,0,0,0,False,True
"('V',)",revolve,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,22,False,False
"('V',)",revolve,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,False
"('V',)",revolve,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,False
"('V',)",revive,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20,False,True
"('V',)",revive,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,2,False,True
"('V',)",revive,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('V',)",revert,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,21,False,True
"('V',)",revert,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,1,False,True
"('V',)",revert,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0,False,True
"('R', 'G')",bargain,XC,0.0,0.9607024568951745,0.039297543104825396,0,CX,0.25,0.25,0.25,0,0,True,False
"('R', 'G')",bargain,CX,0.0,0.9607024568951745,0.039297543104825396,0,CX,0.25,0.25,0.25,0,21,True,False
"('R', 'G')",bargain,CCX,0.0,0.9607024568951745,0.039297543104825396,0,CX,0.25,0.25,0.25,0,1,True,False
"('R', 'G')",bargain,X,0.0,0.9607024568951745,0.039297543104825396,0,CX,0.25,0.25,0.25,0,0,True,False
"('T',)",chatty,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,16,True,True
"('T',)",chatty,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,6,True,True
"('T',)",chatty,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0,True,True
"('T',)",shutter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,12,True,True
"('T',)",shutter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,10,True,True
"('T',)",shutter,X,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,0,True,True
"('S',)",basalt,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,19,False,True
"('S',)",basalt,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,3,False,True
"('S',)",basalt,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,False,True
"('Z',)",resist,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,21,False,True
"('Z',)",resist,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,1,False,True
"('Z',)",resist,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('M', 'B')",clamber,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('M', 'B')",clamber,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20,True,True
"('M', 'B')",clamber,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('M', 'B')",clamber,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('R',)",barren,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,6,True,True
"('R',)",barren,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,16,True,True
"('R',)",barren,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True
"('Z',)",resin,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,16,True,True
"('Z',)",resin,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,5,True,True
"('Z',)",resin,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,1,True,True
"('T',)",matting,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,18,True,True
"('T',)",matting,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,4,True,True
"('T',)",matting,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0,True,True
"('S', 'K', 'Y')",rescue,XC,0.1198328992495939,0.7610304546275045,0.11913664612290158,0.0,XC,0.25,0.25,0.25,0.25,7,True,True
"('S', 'K', 'Y')",rescue,CX,0.1198328992495939,0.7610304546275045,0.11913664612290158,0.0,XC,0.25,0.25,0.25,0.25,14,True,True
"('S', 'K', 'Y')",rescue,CCX,0.1198328992495939,0.7610304546275045,0.11913664612290158,0.0,XC,0.25,0.25,0.25,0.25,1,True,True
"('S', 'K', 'Y')",rescue,CCCX,0.1198328992495939,0.7610304546275045,0.11913664612290158,0.0,XC,0.25,0.25,0.25,0.25,0,True,True
"('S', 'K', 'Y')",rescue,X,0.1198328992495939,0.7610304546275045,0.11913664612290158,0.0,XC,0.25,0.25,0.25,0.25,0,True,True
"('K',)",vacate,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,22,True,False
"('K',)",vacate,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,False
"('K',)",vacate,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,False
"('Z',)",reserve,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,20,False,True
"('Z',)",reserve,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,2,False,True
"('Z',)",reserve,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,False,True
"('S',)",massive,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,13,True,True
"('S',)",massive,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,9,True,True
"('S',)",massive,X,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,0,True,True
"('T', 'R')",matron,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,22,True,False
"('T', 'R')",matron,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('T', 'R')",matron,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('T', 'R')",matron,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('T',)",retort,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,21,True,False
"('T',)",retort,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1,True,False
"('T',)",retort,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
