Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency
"('M', 'P')",compile,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",compile,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20
"('M', 'P')",compile,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",compile,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('P', 'S', 'T')",capstan,XC,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,0
"('P', 'S', 'T')",capstan,CX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,18
"('P', 'S', 'T')",capstan,CCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,1
"('P', 'S', 'T')",capstan,CCCX,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,0
"('P', 'S', 'T')",capstan,X,0.0,0.8269005847953217,0.17309941520467836,0.0,CX,0.25,0.25,0.25,0.25,1
"('L',)",calif,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,14
"('L',)",calif,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,5
"('L',)",calif,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1
"('S',)",aside,XC,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,20
"('S',)",aside,CX,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,0
"('S',)",aside,X,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,0
"('SH',)",spatial,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,19
"('SH',)",spatial,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,0
"('SH',)",spatial,X,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,1
"('D', 'R')",squadron,XC,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,16
"('D', 'R')",squadron,CX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,4
"('D', 'R')",squadron,CCX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0
"('D', 'R')",squadron,X,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0
"('T',)",cattle,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,16
"('T',)",cattle,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,4
"('T',)",cattle,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('M',)",dimmer,XC,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,10
"('M',)",dimmer,CX,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,10
"('M',)",dimmer,X,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0
"('SH',)",spacious,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,18
"('SH',)",spacious,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,2
"('SH',)",spacious,X,0.5459654871851051,0.45403451281489493,0,0,XC,0,1,0,0,0
"('K', 'L')",mukluk,XC,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0
"('K', 'L')",mukluk,CX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,20
"('K', 'L')",mukluk,CCX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0
"('K', 'L')",mukluk,X,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0
"('P', 'SH')",upshot,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('P', 'SH')",upshot,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19
"('P', 'SH')",upshot,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('P', 'SH')",upshot,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('R', 'M')",germane,XC,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('R', 'M')",germane,CX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,20
"('R', 'M')",germane,CCX,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('R', 'M')",germane,X,0.0,0.7875295997466477,0.21247040025335223,0,CX,0.25,0.25,0.25,0,0
"('S', 'CH')",gesture,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('S', 'CH')",gesture,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,17
"('S', 'CH')",gesture,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2
"('S', 'CH')",gesture,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('P',)",lapel,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,17
"('P',)",lapel,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,3
"('P',)",lapel,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0
"('F',)",preface,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,17
"('F',)",preface,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,3
"('F',)",preface,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0
"('N', 'F')",infest,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'F')",infest,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('N', 'F')",infest,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'F')",infest,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('V',)",proven,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,14
"('V',)",proven,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,6
"('V',)",proven,X,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,0
"('L',)",colloid,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12
"('L',)",colloid,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,8
"('L',)",colloid,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('S', 'T', 'R')",mistress,XC,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,1
"('S', 'T', 'R')",mistress,CX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,19
"('S', 'T', 'R')",mistress,CCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('S', 'T', 'R')",mistress,CCCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('S', 'T', 'R')",mistress,X,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('NG', 'K')",conquer,XC,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0
"('NG', 'K')",conquer,CX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,20
"('NG', 'K')",conquer,CCX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0
"('NG', 'K')",conquer,X,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0
"('D', 'L')",wedlock,XC,0.0,1.0,0.0,0,CX,0,1,0,0,3
"('D', 'L')",wedlock,CX,0.0,1.0,0.0,0,CX,0,1,0,0,17
"('D', 'L')",wedlock,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('D', 'L')",wedlock,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('D',)",adorn,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,20
"('D',)",adorn,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('D',)",adorn,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('T', 'S')",pizza,XC,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,8
"('T', 'S')",pizza,CX,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,10
"('T', 'S')",pizza,CCX,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,2
"('T', 'S')",pizza,X,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,0
"('L',)",relieve,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,19
"('L',)",relieve,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1
"('L',)",relieve,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('L',)",belie,XC,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,18
"('L',)",belie,CX,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,1
"('L',)",belie,X,0.27823975756444025,0.7217602424355597,0,0,XC,1,0,0,0,1
"('M', 'P')",impact,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",impact,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20
"('M', 'P')",impact,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",impact,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",impair,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",impair,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20
"('M', 'P')",impair,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",impair,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('N', 'Z')",benzene,XC,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,0
"('N', 'Z')",benzene,CX,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,20
"('N', 'Z')",benzene,CCX,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,0
"('N', 'Z')",benzene,X,0.0,0.8069578864765892,0.1930421135234109,0,CX,0.25,0.25,0.25,0,0
"('S',)",icy,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,17
"('S',)",icy,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,3
"('S',)",icy,X,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,0
"('B',)",piebald,XC,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,20
"('B',)",piebald,CX,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0
"('B',)",piebald,X,0.8952201829345698,0.10477981706543017,0,0,XC,1,0,0,0,0
"('N',)",senile,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,19
"('N',)",senile,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1
"('N',)",senile,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('V',)",bravo,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,18
"('V',)",bravo,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,2
"('V',)",bravo,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('T',)",chatter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,18
"('T',)",chatter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,2
"('T',)",chatter,X,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,0
"('DH', 'S')",loathsome,XC,0.0,1.0,0.0,0,CX,0,1,0,0,2
"('DH', 'S')",loathsome,CX,0.0,1.0,0.0,0,CX,0,1,0,0,18
"('DH', 'S')",loathsome,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('DH', 'S')",loathsome,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('L', 'F')",pilfer,XC,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,0
"('L', 'F')",pilfer,CX,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,20
"('L', 'F')",pilfer,CCX,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,0
"('L', 'F')",pilfer,X,0.0,0.9663316252792011,0.03366837472079884,0,CX,0.25,0.25,0.25,0,0
"('K',)",poker,XC,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,20
"('K',)",poker,CX,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,0
"('K',)",poker,X,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,0
"('T',)",kowtow,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,20
"('T',)",kowtow,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",kowtow,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('S', 'T', 'R')",mistrial,XC,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,2
"('S', 'T', 'R')",mistrial,CX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,18
"('S', 'T', 'R')",mistrial,CCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('S', 'T', 'R')",mistrial,CCCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('S', 'T', 'R')",mistrial,X,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('L',)",folly,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,16
"('L',)",folly,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,4
"('L',)",folly,X,0.27823975756444025,0.7217602424355597,0,0,XC,0,1,0,0,0
"('S',)",precinct,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,19
"('S',)",precinct,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,1
"('S',)",precinct,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('L',)",pollen,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12
"('L',)",pollen,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,8
"('L',)",pollen,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('N', 'T')",plaintive,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,1
"('N', 'T')",plaintive,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,16
"('N', 'T')",plaintive,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,3
"('N', 'T')",plaintive,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,0,1,0,0
"('SH',)",kosher,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,18
"('SH',)",kosher,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,2
"('SH',)",kosher,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,0
"('V',)",privy,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,13
"('V',)",privy,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,7
"('V',)",privy,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('K',)",knickers,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,14
"('K',)",knickers,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,6
"('K',)",knickers,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('M', 'P', 'R')",comprise,XC,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0
"('M', 'P', 'R')",comprise,CX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,20
"('M', 'P', 'R')",comprise,CCX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0
"('M', 'P', 'R')",comprise,CCCX,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0
"('M', 'P', 'R')",comprise,X,0.0,0.8398386348555757,0.16016136514442414,0.0,CX,0.25,0.25,0.25,0.25,0
"('CH',)",bleachers,XC,0.6349992045913436,0.3650007954086565,0,0,XC,1,0,0,0,16
"('CH',)",bleachers,CX,0.6349992045913436,0.3650007954086565,0,0,XC,1,0,0,0,4
"('CH',)",bleachers,X,0.6349992045913436,0.3650007954086565,0,0,XC,1,0,0,0,0
"('K',)",stockade,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,14
"('K',)",stockade,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,6
"('K',)",stockade,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('S', 'T')",poster,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,12
"('S', 'T')",poster,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,8
"('S', 'T')",poster,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,0
"('S', 'T')",poster,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,0,1,0,0
"('N', 'V')",invert,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'V')",invert,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('N', 'V')",invert,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'V')",invert,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('K',)",account,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,19
"('K',)",account,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,1
"('K',)",account,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('F',)",offer,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,13
"('F',)",offer,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,7
"('F',)",offer,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0
"('DH',)",either,XC,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,19
"('DH',)",either,CX,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,1
"('DH',)",either,X,0.5573947463116229,0.4426052536883771,0,0,XC,0.25,0.25,0,0,0
"('T', 'M')",boatman,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'M')",boatman,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20
"('T', 'M')",boatman,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'M')",boatman,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('N', 'D')",bundle,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",bundle,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,20
"('N', 'D')",bundle,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",bundle,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N',)",planet,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,12
"('N',)",planet,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,8
"('N',)",planet,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('N', 'F')",inform,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'F')",inform,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('N', 'F')",inform,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'F')",inform,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('F',)",prefab,XC,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,20
"('F',)",prefab,CX,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,0
"('F',)",prefab,X,0.8541418381685908,0.1458581618314093,0,0,XC,1,0,0,0,0
"('V',)",reverse,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20
"('V',)",reverse,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('V',)",reverse,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('R',)",barrel,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,8
"('R',)",barrel,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,12
"('R',)",barrel,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0
"('S',)",rescind,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,17
"('S',)",rescind,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,3
"('S',)",rescind,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('V',)",revere,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,16
"('V',)",revere,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,4
"('V',)",revere,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('M', 'P')",compound,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,2
"('M', 'P')",compound,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,15
"('M', 'P')",compound,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,3
"('M', 'P')",compound,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('T', 'R')",retreat,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,20
"('T', 'R')",retreat,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0
"('T', 'R')",retreat,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0
"('T', 'R')",retreat,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0.25,0.25,0.25,0,0
"('Z',)",scissors,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,12
"('Z',)",scissors,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,8
"('Z',)",scissors,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0
"('S', 'K')",basket,XC,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,5
"('S', 'K')",basket,CX,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,15
"('S', 'K')",basket,CCX,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,0
"('S', 'K')",basket,X,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,0
"('T',)",petite,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,20
"('T',)",petite,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",petite,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('S',)",resale,XC,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,20
"('S',)",resale,CX,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,0
"('S',)",resale,X,0.5935656925793876,0.40643430742061243,0,0,XC,1,0,0,0,0
"('M', 'B')",homburg,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",homburg,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19
"('M', 'B')",homburg,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('M', 'B')",homburg,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('M', 'L')",homely,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('M', 'L')",homely,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20
"('M', 'L')",homely,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('M', 'L')",homely,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('S',)",pussy,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,13
"('S',)",pussy,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,7
"('S',)",pussy,X,0.5935656925793876,0.40643430742061243,0,0,XC,0,1,0,0,0
"('Z',)",risen,XC,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,11
"('Z',)",risen,CX,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,9
"('Z',)",risen,X,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,0
"('K',)",cookie,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,15
"('K',)",cookie,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,5
"('K',)",cookie,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0
"('K', 'L')",recluse,XC,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,19
"('K', 'L')",recluse,CX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,1
"('K', 'L')",recluse,CCX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0
"('K', 'L')",recluse,X,0.5475793250606604,0.4524206749393396,0.0,0,XC,0.25,0.25,0.25,0,0
"('R',)",ferrous,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,6
"('R',)",ferrous,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,13
"('R',)",ferrous,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,1
"('B',)",robin,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,17
