Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax,codaP,onsetP
"('N', 'B')",inboard,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,0.0,0.8432399137665537
"('N', 'B')",inboard,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True,,
"('NG', 'G')",dingus,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.8940586972083034,0.0
"('NG', 'G')",dingus,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True,0.10594130279169646,0.06393162393162394
"('NG', 'G')",dingus,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.936068376068376
"('NG', 'G')",dingus,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('NG',)",dinghy,XC,0.0,1.0,0,0,,0.25,0.25,0,0,2,True,True,0.8940586972083034,0.0
"('NG',)",dinghy,CX,0.0,1.0,0,0,,0.25,0.25,0,0,21,True,True,0.10594130279169646,1.0
"('NG',)",dinghy,X,0.0,1.0,0,0,,0.25,0.25,0,0,0,True,True,,
"('N', 'T')",canter,XC,0.0,0.31874402806753044,0.6812559719324696,0,CX,0.25,0.25,0.25,0,1,True,True,0.6664295242329924,0.0
"('N', 'T')",canter,CX,0.0,0.31874402806753044,0.6812559719324696,0,CX,0.25,0.25,0.25,0,20,True,True,0.25842596709648724,0.119755666291593
"('N', 'T')",canter,CCX,0.0,0.31874402806753044,0.6812559719324696,0,CX,0.25,0.25,0.25,0,2,True,True,0.07514450867052024,0.8802443337084069
"('N', 'T')",canter,X,0.0,0.31874402806753044,0.6812559719324696,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('F',)",trifle,XC,0.8871328045101751,0.11286719548982489,0,0,XC,0.25,0.25,0,0,17,True,False,0.9801203243526027,0.1375019688139865
"('F',)",trifle,CX,0.8871328045101751,0.11286719548982489,0,0,XC,0.25,0.25,0,0,6,True,False,0.019879675647397326,0.8624980311860135
"('F',)",trifle,X,0.8871328045101751,0.11286719548982489,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('D',)",adapt,XC,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,21,False,True,0.8771067415730337,0.21693121693121697
"('D',)",adapt,CX,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,2,False,True,0.12289325842696627,0.783068783068783
"('D',)",adapt,X,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('S', 'B')",disburse,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,False,True,0.8349860724233983,0.0
"('S', 'B')",disburse,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,False,True,0.16501392757660163,0.15676008623344626
"('S', 'B')",disburse,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,False,True,0.0,0.8432399137665537
"('S', 'B')",disburse,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('K', 'S')",accent,XC,0.0,0.6037607827134953,0.3962392172865047,0,CX,0.25,0.25,0.25,0,4,False,True,0.8638616714697407,0.0
"('K', 'S')",accent,CX,0.0,0.6037607827134953,0.3962392172865047,0,CX,0.25,0.25,0.25,0,17,False,True,0.11504322766570603,0.2183842420782187
"('K', 'S')",accent,CCX,0.0,0.6037607827134953,0.3962392172865047,0,CX,0.25,0.25,0.25,0,2,False,True,0.021095100864553313,0.7816157579217813
"('K', 'S')",accent,X,0.0,0.6037607827134953,0.3962392172865047,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('M',)",squeamish,XC,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,17,True,False,0.9103498542274052,0.1994152046783626
"('M',)",squeamish,CX,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,6,True,False,0.08965014577259474,0.8005847953216375
"('M',)",squeamish,X,0.7166613943220214,0.2833386056779786,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N', 'S', 'T', 'R')",instruct,XC,0.0,0.7032732074425467,0.25296811377632417,0.04375867878112908,CX,0.25,0.25,0.25,0.25,0,True,True,0.696144914073386,0.0
"('N', 'S', 'T', 'R')",instruct,CX,0.0,0.7032732074425467,0.25296811377632417,0.04375867878112908,CX,0.25,0.25,0.25,0.25,22,True,True,0.2699489084997677,0.052551020408163264
"('N', 'S', 'T', 'R')",instruct,CCX,0.0,0.7032732074425467,0.25296811377632417,0.04375867878112908,CX,0.25,0.25,0.25,0.25,1,True,True,0.032791453785415696,0.15561224489795916
"('N', 'S', 'T', 'R')",instruct,CCCX,0.0,0.7032732074425467,0.25296811377632417,0.04375867878112908,CX,0.25,0.25,0.25,0.25,0,True,True,0.0011147236414305618,0.7918367346938777
"('N', 'S', 'T', 'R')",instruct,X,0.0,0.7032732074425467,0.25296811377632417,0.04375867878112908,CX,0.25,0.25,0.25,0.25,0,True,True,,
"('D',)",addict,XC,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,20,False,True,0.8771067415730337,0.21693121693121697
"('D',)",addict,CX,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,3,False,True,0.12289325842696627,0.783068783068783
"('D',)",addict,X,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('L', 'Y')",volume,XC,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,0.7553674024795888,0.00017574692442882248
"('L', 'Y')",volume,CX,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,23,True,False,0.24463259752041122,0.0374340949033392
"('L', 'Y')",volume,CCX,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,0.0,0.962390158172232
"('L', 'Y')",volume,X,0.014289391642593598,0.9857106083574063,0.0,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('R', 'F')",warfare,XC,0.0,0.946398200874602,0.05360179912539796,0,CX,0,1,0,0,0,True,True,0.943709860219116,0.0
"('R', 'F')",warfare,CX,0.0,0.946398200874602,0.05360179912539796,0,CX,0,1,0,0,23,True,True,0.05578642488351592,0.1375019688139865
"('R', 'F')",warfare,CCX,0.0,0.946398200874602,0.05360179912539796,0,CX,0,1,0,0,0,True,True,0.0005037148973680896,0.8624980311860135
"('R', 'F')",warfare,X,0.0,0.946398200874602,0.05360179912539796,0,CX,0,1,0,0,0,True,True,,
"('N',)",manna,XC,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,14,True,True,0.7205769230769231,0.0939774983454666
"('N',)",manna,CX,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,9,True,True,0.27942307692307683,0.9060225016545335
"('N',)",manna,X,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('S',)",message,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,15,True,True,0.8349860724233983,0.2183842420782187
"('S',)",message,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,8,True,True,0.16501392757660163,0.7816157579217813
"('S',)",message,X,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('S', 'K')",mesquite,XC,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,10,True,True,0.8319271758436945,0.02176541717049577
"('S', 'K')",mesquite,CX,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,13,True,True,0.16440941385435165,0.24250974069595596
"('S', 'K')",mesquite,CCX,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,0,True,True,0.0036634103019538176,0.7357248421335484
"('S', 'K')",mesquite,X,0.2984379566960288,0.6571395701166758,0.044422473187295475,0,XC,0.25,0.25,0.25,0,0,True,True,,
"('V',)",devoid,XC,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,22,False,True,0.9457344775365977,0.07170706899474488
"('V',)",devoid,CX,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,1,False,True,0.05426552246340232,0.9282929310052551
"('V',)",devoid,X,0.5737859575335379,0.426214042466462,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('R',)",marriage,XC,0.8274208846035972,0.1725791153964029,0,0,XC,0,1,0,0,8,True,True,0.944185460501449,0.22083096186681847
"('R',)",marriage,CX,0.8274208846035972,0.1725791153964029,0,0,XC,0,1,0,0,15,True,True,0.055814539498551086,0.7791690381331815
"('R',)",marriage,X,0.8274208846035972,0.1725791153964029,0,0,XC,0,1,0,0,0,True,True,,
"('N', 'K')",concur,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,0.7205769230769231,0.0
"('N', 'K')",concur,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,23,False,True,0.27942307692307683,0.2479055074852356
"('N', 'K')",concur,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,0.0,0.7520944925147645
"('N', 'K')",concur,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,False,True,,
"('R', 'SH')",warship,XC,0.0,0.8784479696933823,0.12155203030661772,0,CX,0,1,0,0,0,True,True,0.9438287153652394,0.0
"('R', 'SH')",warship,CX,0.0,0.8784479696933823,0.12155203030661772,0,CX,0,1,0,0,21,True,True,0.05579345088161208,0.04665738161559889
"('R', 'SH')",warship,CCX,0.0,0.8784479696933823,0.12155203030661772,0,CX,0,1,0,0,2,True,True,0.0003778337531486146,0.953342618384401
"('R', 'SH')",warship,X,0.0,0.8784479696933823,0.12155203030661772,0,CX,0,1,0,0,0,True,True,,
"('R',)",merry,XC,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,10,True,True,0.944185460501449,0.22083096186681847
"('R',)",merry,CX,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,13,True,True,0.055814539498551086,0.7791690381331815
"('R',)",merry,X,0.8274208846035972,0.1725791153964029,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('K', 'T')",actor,XC,0.0,0.46375406831906846,0.5362459316809316,0,CX,0,1,0,0,0,True,True,0.8664585501214013,0.0
"('K', 'T')",actor,CX,0.0,0.46375406831906846,0.5362459316809316,0,CX,0,1,0,0,17,True,True,0.11538906231934325,0.119755666291593
"('K', 'T')",actor,CCX,0.0,0.46375406831906846,0.5362459316809316,0,CX,0,1,0,0,6,True,True,0.0181523875592554,0.8802443337084069
"('K', 'T')",actor,X,0.0,0.46375406831906846,0.5362459316809316,0,CX,0,1,0,0,0,True,True,,
"('JH',)",digit,XC,0.6457744894239216,0.3542255105760785,0,0,XC,0.25,0.25,0,0,17,True,True,0.9639825057885257,0.06377158488630535
"('JH',)",digit,CX,0.6457744894239216,0.3542255105760785,0,0,XC,0.25,0.25,0,0,6,True,True,0.036017494211474134,0.9362284151136946
"('JH',)",digit,X,0.6457744894239216,0.3542255105760785,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('L', 'D', 'L')",childless,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,0.7472330242297338,0.0
"('L', 'D', 'L')",childless,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,6,True,False,0.24199820520490575,0.0
"('L', 'D', 'L')",childless,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,17,True,False,0.010768770565360455,0.1299650460756276
"('L', 'D', 'L')",childless,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,0.0,0.8700349539243725
"('L', 'D', 'L')",childless,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False,,
"('S',)",passim,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,11,False,True,0.8349860724233983,0.2183842420782187
"('S',)",passim,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,10,False,True,0.16501392757660163,0.7816157579217813
"('S',)",passim,X,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,2,False,True,,
"('R', 'T')",curtain,XC,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,0,True,True,0.9362818590704649,0.0
"('R', 'T')",curtain,CX,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,20,True,True,0.055347326336831586,0.119755666291593
"('R', 'T')",curtain,CCX,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,3,True,True,0.008370814592703649,0.8802443337084069
"('R', 'T')",curtain,X,0.0,0.47355748880442283,0.5264425111955772,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('TH',)",brothel,XC,0.6211418981402199,0.37885810185978,0,0,XC,0.25,0.25,0,0,14,True,False,0.9867017774851876,0.02161872431659818
"('TH',)",brothel,CX,0.6211418981402199,0.37885810185978,0,0,XC,0.25,0.25,0,0,9,True,False,0.013298222514812373,0.9783812756834018
"('TH',)",brothel,X,0.6211418981402199,0.37885810185978,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('M', 'P')",wampum,XC,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,4,True,False,0.9048539000241487,0.0
"('M', 'P')",wampum,CX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,17,True,False,0.08910891089108909,0.1854826714264465
"('M', 'P')",wampum,CCX,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,2,True,False,0.006037189084762133,0.8145173285735534
"('M', 'P')",wampum,X,0.0,0.7707032826781322,0.22929671732186793,0,CX,0.25,0.25,0.25,0,0,True,False,,
"('D',)",shudder,XC,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,17,True,True,0.8771067415730337,0.21693121693121697
"('D',)",shudder,CX,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,6,True,True,0.12289325842696627,0.783068783068783
"('D',)",shudder,X,0.6641118416786628,0.3358881583213372,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('N',)",phony,XC,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,20,True,False,0.7205769230769231,0.0939774983454666
"('N',)",phony,CX,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,3,True,False,0.27942307692307683,0.9060225016545335
"('N',)",phony,X,0.21103738610226522,0.7889626138977348,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('TH',)",method,XC,0.6211418981402199,0.37885810185978,0,0,XC,0.25,0.25,0,0,9,True,True,0.9867017774851876,0.02161872431659818
"('TH',)",method,CX,0.6211418981402199,0.37885810185978,0,0,XC,0.25,0.25,0,0,14,True,True,0.013298222514812373,0.9783812756834018
"('TH',)",method,X,0.6211418981402199,0.37885810185978,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('B', 'L')",ablaze,XC,0.9189046756865343,0.08109532431346562,0.0,0,XC,1,0,0,0,20,False,True,0.9850157728706624,0.02191142191142191
"('B', 'L')",ablaze,CX,0.9189046756865343,0.08109532431346562,0.0,0,XC,1,0,0,0,2,False,True,0.014984227129337538,0.12711732711732712
"('B', 'L')",ablaze,CCX,0.9189046756865343,0.08109532431346562,0.0,0,XC,1,0,0,0,1,False,True,0.0,0.850971250971251
"('B', 'L')",ablaze,X,0.9189046756865343,0.08109532431346562,0.0,0,XC,1,0,0,0,0,False,True,,
"('G',)",wriggle,XC,0.7999454288685852,0.20005457113141478,0,0,XC,0.25,0.25,0,0,16,True,True,0.9832065074783523,0.06393162393162394
"('G',)",wriggle,CX,0.7999454288685852,0.20005457113141478,0,0,XC,0.25,0.25,0,0,7,True,True,0.01679349252164786,0.936068376068376
"('G',)",wriggle,X,0.7999454288685852,0.20005457113141478,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('M', 'N')",gymnast,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.9103498542274052,0.0
"('M', 'N')",gymnast,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22,True,True,0.08965014577259474,0.0939774983454666
"('M', 'N')",gymnast,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.9060225016545335
"('M', 'N')",gymnast,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'SH')",worship,XC,0.0,0.8784479696933823,0.12155203030661772,0,CX,0.25,0.25,0.25,0,0,True,True,0.9438287153652394,0.0
"('R', 'SH')",worship,CX,0.0,0.8784479696933823,0.12155203030661772,0,CX,0.25,0.25,0.25,0,20,True,True,0.05579345088161208,0.04665738161559889
"('R', 'SH')",worship,CCX,0.0,0.8784479696933823,0.12155203030661772,0,CX,0.25,0.25,0.25,0,3,True,True,0.0003778337531486146,0.953342618384401
"('R', 'SH')",worship,X,0.0,0.8784479696933823,0.12155203030661772,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('Z',)",phrasing,XC,0.1168893241395907,0.8831106758604093,0,0,XC,0,1,0,0,18,True,False,0.9282794500185805,0.01012292118582791
"('Z',)",phrasing,CX,0.1168893241395907,0.8831106758604093,0,0,XC,0,1,0,0,5,True,False,0.07172054998141955,0.9898770788141721
"('Z',)",phrasing,X,0.1168893241395907,0.8831106758604093,0,0,XC,0,1,0,0,0,True,False,,
"('B',)",aboard,XC,0.924360571883047,0.07563942811695307,0,0,XC,1,0,0,0,23,False,True,0.9850157728706624,0.15676008623344626
"('B',)",aboard,CX,0.924360571883047,0.07563942811695307,0,0,XC,1,0,0,0,0,False,True,0.014984227129337538,0.8432399137665537
"('B',)",aboard,X,0.924360571883047,0.07563942811695307,0,0,XC,1,0,0,0,0,False,True,,
"('K',)",deacon,XC,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,20,True,False,0.882477626000942,0.2479055074852356
"('K',)",deacon,CX,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,3,True,False,0.11752237399905792,0.7520944925147645
"('K',)",deacon,X,0.7122404618686946,0.28775953813130534,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N', 'T')",ninety,XC,0.0,0.31874402806753044,0.6812559719324696,0,CX,0,1,0,0,1,True,False,0.6664295242329924,0.0
"('N', 'T')",ninety,CX,0.0,0.31874402806753044,0.6812559719324696,0,CX,0,1,0,0,21,True,False,0.25842596709648724,0.119755666291593
"('N', 'T')",ninety,CCX,0.0,0.31874402806753044,0.6812559719324696,0,CX,0,1,0,0,1,True,False,0.07514450867052024,0.8802443337084069
"('N', 'T')",ninety,X,0.0,0.31874402806753044,0.6812559719324696,0,CX,0,1,0,0,0,True,False,,
"('S', 'Y')",tissue,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,12,True,True,0.8349860724233983,0.0
"('S', 'Y')",tissue,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,11,True,True,0.16501392757660163,0.03744067498681667
"('S', 'Y')",tissue,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,0.0,0.9625593250131833
"('S', 'Y')",tissue,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('L',)",dealer,XC,0.31565311098505777,0.6843468890149422,0,0,XC,1,0,0,0,14,True,False,0.7553674024795888,0.1299650460756276
"('L',)",dealer,CX,0.31565311098505777,0.6843468890149422,0,0,XC,1,0,0,0,9,True,False,0.24463259752041122,0.8700349539243725
"('L',)",dealer,X,0.31565311098505777,0.6843468890149422,0,0,XC,1,0,0,0,0,True,False,,
"('L',)",collapse,XC,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,15,False,True,0.7553674024795888,0.1299650460756276
"('L',)",collapse,CX,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,8,False,True,0.24463259752041122,0.8700349539243725
"('L',)",collapse,X,0.31565311098505777,0.6843468890149422,0,0,XC,0.25,0.25,0,0,0,False,True,,
"('N', 'D')",sundae,XC,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,0,True,True,0.7020140515222483,0.0
"('N', 'D')",sundae,CX,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,22,True,True,0.27222482435597184,0.21693121693121697
"('N', 'D')",sundae,CCX,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,1,True,True,0.02576112412177986,0.783068783068783
"('N', 'D')",sundae,X,0.0,0.7453799281808742,0.25462007181912594,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'K', 'M')",workman,XC,0.0,0.0074964040951011075,0.9925035959048989,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True,0.9390977443609023,0.0
"('R', 'K', 'M')",workman,CX,0.0,0.0074964040951011075,0.9925035959048989,0.0,CCX,0.25,0.25,0.25,0.25,2,True,True,0.055513784461152876,0.00014617745943575503
"('R', 'K', 'M')",workman,CCX,0.0,0.0074964040951011075,0.9925035959048989,0.0,CCX,0.25,0.25,0.25,0.25,21,True,True,0.005388471177944862,0.19938605467036985
"('R', 'K', 'M')",workman,CCCX,0.0,0.0074964040951011075,0.9925035959048989,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.8004677678701945
"('R', 'K', 'M')",workman,X,0.0,0.0074964040951011075,0.9925035959048989,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True,,
"('B',)",debit,XC,0.924360571883047,0.07563942811695307,0,0,XC,0.25,0.25,0,0,16,True,True,0.9850157728706624,0.15676008623344626
"('B',)",debit,CX,0.924360571883047,0.07563942811695307,0,0,XC,0.25,0.25,0,0,7,True,True,0.014984227129337538,0.8432399137665537
"('B',)",debit,X,0.924360571883047,0.07563942811695307,0,0,XC,0.25,0.25,0,0,0,True,True,,
"('K',)",decamp,XC,0.7122404618686946,0.28775953813130534,0,0,XC,1,0,0,0,23,False,True,0.882477626000942,0.2479055074852356
"('K',)",decamp,CX,0.7122404618686946,0.28775953813130534,0,0,XC,1,0,0,0,0,False,True,0.11752237399905792,0.7520944925147645
"('K',)",decamp,X,0.7122404618686946,0.28775953813130534,0,0,XC,1,0,0,0,0,False,True,,
"('K',)",mawkish,XC,0.7122404618686946,0.28775953813130534,0,0,XC,0,1,0,0,16,True,True,0.882477626000942,0.2479055074852356
"('K',)",mawkish,CX,0.7122404618686946,0.28775953813130534,0,0,XC,0,1,0,0,7,True,True,0.11752237399905792,0.7520944925147645
"('K',)",mawkish,X,0.7122404618686946,0.28775953813130534,0,0,XC,0,1,0,0,0,True,True,,
"('R', 'K', 'R')",aircraft,XC,0.0,0.6221064552661381,0.37789354473386183,0.0,CX,0,1,0,0,0,True,True,0.9390977443609023,0.0
"('R', 'K', 'R')",aircraft,CX,0.0,0.6221064552661381,0.37789354473386183,0.0,CX,0,1,0,0,23,True,True,0.055513784461152876,0.034084661902144035
"('R', 'K', 'R')",aircraft,CCX,0.0,0.6221064552661381,0.37789354473386183,0.0,CX,0,1,0,0,0,True,True,0.005388471177944862,0.2133040131940627
"('R', 'K', 'R')",aircraft,CCCX,0.0,0.6221064552661381,0.37789354473386183,0.0,CX,0,1,0,0,0,True,True,0.0,0.7526113249037932
"('R', 'K', 'R')",aircraft,X,0.0,0.6221064552661381,0.37789354473386183,0.0,CX,0,1,0,0,0,True,True,,
"('CH',)",righteous,XC,0.7044137656328234,0.29558623436717657,0,0,XC,0,1,0,0,19,True,False,0.9847568988173455,0.03557590700951039
"('CH',)",righteous,CX,0.7044137656328234,0.29558623436717657,0,0,XC,0,1,0,0,4,True,False,0.015243101182654399,0.9644240929904896
"('CH',)",righteous,X,0.7044137656328234,0.29558623436717657,0,0,XC,0,1,0,0,0,True,False,,
"('S',)",grocer,XC,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,18,True,False,0.8349860724233983,0.2183842420782187
"('S',)",grocer,CX,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,5,True,False,0.16501392757660163,0.7816157579217813
"('S',)",grocer,X,0.5857147118969894,0.41428528810301046,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('D', 'L')",maudlin,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,8,True,True,0.8771067415730337,0.0
"('D', 'L')",maudlin,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,14,True,True,0.12289325842696627,0.1299650460756276
"('D', 'L')",maudlin,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True,0.0,0.8700349539243725
"('D', 'L')",maudlin,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True,,
"('R', 'L', 'D', 'W')",worldwide,XC,0.0,0.0,0.03231017770597738,0.9676898222940227,CCX,0.25,0.25,0.25,0.25,0,True,True,0.9435910350037774,0.0
"('R', 'L', 'D', 'W')",worldwide,CX,0.0,0.0,0.03231017770597738,0.9676898222940227,CCX,0.25,0.25,0.25,0.25,2,True,True,0.05577940065474691,0.0
"('R', 'L', 'D', 'W')",worldwide,CCX,0.0,0.0,0.03231017770597738,0.9676898222940227,CCX,0.25,0.25,0.25,0.25,5,True,True,0.000503651473180559,0.008278145695364237
"('R', 'L', 'D', 'W')",worldwide,CCCX,0.0,0.0,0.03231017770597738,0.9676898222940227,CCX,0.25,0.25,0.25,0.25,16,True,True,0.00012591286829513975,0.9917218543046358
"('R', 'L', 'D', 'W')",worldwide,X,0.0,0.0,0.03231017770597738,0.9676898222940227,CCX,0.25,0.25,0.25,0.25,0,True,True,,
"('B',)",tabor,XC,0.924360571883047,0.07563942811695307,0,0,XC,0.25,0.25,0,0,21,True,False,0.9850157728706624,0.15676008623344626
"('B',)",tabor,CX,0.924360571883047,0.07563942811695307,0,0,XC,0.25,0.25,0,0,2,True,False,0.014984227129337538,0.8432399137665537
"('B',)",tabor,X,0.924360571883047,0.07563942811695307,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('N', 'T', 'N')",vintner,XC,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,1,True,True,0.6664295242329924,0.0
"('N', 'T', 'N')",vintner,CX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,5,True,True,0.25842596709648724,0.0
"('N', 'T', 'N')",vintner,CCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,17,True,True,0.07514450867052024,0.0939774983454666
"('N', 'T', 'N')",vintner,CCCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True,0.0,0.9060225016545335
"('N', 'T', 'N')",vintner,X,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,True,True,,
"('Z',)",daisy,XC,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,20,True,False,0.9282794500185805,0.01012292118582791
"('Z',)",daisy,CX,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,3,True,False,0.07172054998141955,0.9898770788141721
"('Z',)",daisy,X,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,0,True,False,,
"('Z',)",physique,XC,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,16,False,True,0.9282794500185805,0.01012292118582791
"('Z',)",physique,CX,0.1168893241395907,0.8831106758604093,0,0,XC,0.25,0.25,0,0,6,False,True,0.07172054998141955,0.9898770788141721
