Word,# of Medial Consonants,# of .C*,# of C.*,# of CC.*,# of CCC.*,# of ?,prop. of .C*,prop. of C.*,prop. of CC.*,prop. of CCC.*,prop. of ?
wassail,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
pumice,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
acorn,1,23,0,0,0,0,1,0,0,0,0
litmus,2,0,23,0,0,0,0,1,0,0,0
perjure,2,0,23,0,0,0,0,1,0,0,0
menses,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
detail,1,23,0,0,0,0,1,0,0,0,0
antic,2,0,23,0,0,0,0,1,0,0,0
wholesome,2,0,23,0,0,0,0,1,0,0,0
alehouse,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
maple,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
deplete,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
oxford,3,0,3,19,1,0,0,0.130434783,0.826086957,0.043478261,0
deny,1,23,0,0,0,0,1,0,0,0,0
glacier,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
cannot,1,9,12,0,0,2,0.391304348,0.52173913,0,0,0.086956522
cygnet,2,0,22,0,0,1,0,0.956521739,0,0,0.043478261
chamois,1,17,5,0,0,1,0.739130435,0.217391304,0,0,0.043478261
ample,2,3,19,1,0,0,0.130434783,0.826086957,0.043478261,0,0
insect,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
whiplash,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
whitecap,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
cutthroat,3,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
buffer,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
micron,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
mantis,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
blockade,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
derail,1,23,0,0,0,0,1,0,0,0,0
gospel,2,6,15,2,0,0,0.260869565,0.652173913,0.086956522,0,0
cognate,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
vulva,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
wadding,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
foresight,2,0,23,0,0,0,0,1,0,0,0
parterre,2,0,22,0,0,1,0,0.956521739,0,0,0.043478261
straighten,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
weary,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
wagon,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
inboard,2,0,23,0,0,0,0,1,0,0,0
dingus,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
ursine,2,0,23,0,0,0,0,1,0,0,0
dinghy,1,2,21,0,0,0,0.086956522,0.913043478,0,0,0
canter,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
trifle,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
adapt,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
disburse,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
accent,2,4,17,2,0,0,0.173913043,0.739130435,0.086956522,0,0
vitals,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
squeamish,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
vouchsafe,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
instruct,4,0,22,1,0,0,0,0.956521739,0.043478261,0,0
addict,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
volume,2,0,23,0,0,0,0,1,0,0,0
vagrom,2,17,6,0,0,0,0.739130435,0.260869565,0,0,0
warfare,2,0,23,0,0,0,0,1,0,0,0
manna,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
brevet,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
message,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
mesquite,2,10,13,0,0,0,0.434782609,0.565217391,0,0,0
devoid,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
marriage,1,8,15,0,0,0,0.347826087,0.652173913,0,0,0
concur,2,0,23,0,0,0,0,1,0,0,0
warship,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
merry,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
actor,2,0,17,6,0,0,0,0.739130435,0.260869565,0,0
digit,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
childless,3,0,6,17,0,0,0,0.260869565,0.739130435,0,0
passim,1,11,10,0,0,2,0.47826087,0.434782609,0,0,0.086956522
curtain,2,0,20,3,0,0,0,0.869565217,0.130434783,0,0
brothel,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
wampum,2,4,17,2,0,0,0.173913043,0.739130435,0.086956522,0,0
shudder,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
phony,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
method,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
cession,1,20,2,0,0,1,0.869565217,0.086956522,0,0,0.043478261
ablaze,2,20,2,1,0,0,0.869565217,0.086956522,0.043478261,0,0
wriggle,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
gymnast,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
worship,2,0,20,3,0,0,0,0.869565217,0.130434783,0,0
phrasing,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
aboard,1,23,0,0,0,0,1,0,0,0,0
deacon,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
ninety,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
tissue,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
dealer,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
collapse,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
sundae,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
workman,3,0,2,21,0,0,0,0.086956522,0.913043478,0,0
debit,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
decamp,1,23,0,0,0,0,1,0,0,0,0
mawkish,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
aircraft,3,0,23,0,0,0,0,1,0,0,0
righteous,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
grocer,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
maudlin,2,8,14,1,0,0,0.347826087,0.608695652,0.043478261,0,0
worldwide,4,0,2,5,16,0,0,0.086956522,0.217391304,0.695652174,0
tabor,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
vintner,3,1,5,17,0,0,0.043478261,0.217391304,0.739130435,0,0
daisy,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
physique,1,16,6,0,0,1,0.695652174,0.260869565,0,0,0.043478261
yummy,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
settee,1,19,3,0,0,1,0.826086957,0.130434783,0,0,0.043478261
daily,1,23,0,0,0,0,1,0,0,0,0
deafen,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
inure,2,1,20,1,0,1,0.043478261,0.869565217,0.043478261,0,0.043478261
abase,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
dander,2,0,23,0,0,0,0,1,0,0,0
horrid,1,3,20,0,0,0,0.130434783,0.869565217,0,0,0
dative,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
matchbook,2,0,23,0,0,0,0,1,0,0,0
yourself,2,0,23,0,0,0,0,1,0,0,0
cordon,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
yammer,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
bellboy,2,0,23,0,0,0,0,1,0,0,0
pickings,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
whether,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
suggest,2,5,18,0,0,0,0.217391304,0.782608696,0,0,0
filling,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
whisky,2,8,14,1,0,0,0.347826087,0.608695652,0.043478261,0,0
market,2,1,19,3,0,0,0.043478261,0.826086957,0.130434783,0,0
classic,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
pointer,2,1,16,6,0,0,0.043478261,0.695652174,0.260869565,0,0
medley,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
windmill,3,1,5,17,0,0,0.043478261,0.217391304,0.739130435,0,0
photon,1,23,0,0,0,0,1,0,0,0,0
winter,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
defect,1,23,0,0,0,0,1,0,0,0,0
rainy,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
winkle,2,1,17,5,0,0,0.043478261,0.739130435,0.217391304,0,0
defile,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
masthead,3,1,5,17,0,0,0.043478261,0.217391304,0.739130435,0,0
deluxe,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
plaster,2,7,14,2,0,0,0.304347826,0.608695652,0.086956522,0,0
stockyard,2,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0,0
maraud,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
wigwag,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
winder,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
gourmand,2,0,21,1,0,1,0,0.913043478,0.043478261,0,0.043478261
wily,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
sallow,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
delay,1,23,0,0,0,0,1,0,0,0,0
chapman,2,0,23,0,0,0,0,1,0,0,0
aware,1,23,0,0,0,0,1,0,0,0,0
decide,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
witting,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
fretwork,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
wizard,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
woodman,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
very,1,7,16,0,0,0,0.304347826,0.695652174,0,0,0
markup,2,0,8,15,0,0,0,0.347826087,0.652173913,0,0
suppose,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
wondrous,3,0,19,2,2,0,0,0.826086957,0.086956522,0.086956522,0
measles,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
pertain,2,0,23,0,0,0,0,1,0,0,0
cystic,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
theorem,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
wallow,1,12,10,0,0,1,0.52173913,0.434782609,0,0,0.043478261
sniffle,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
sentry,3,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
decrease,2,23,0,0,0,0,1,0,0,0,0
dolly,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
piddle,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
absence,2,0,23,0,0,0,0,1,0,0,0
array,1,23,0,0,0,0,1,0,0,0,0
driveway,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
unfit,2,0,23,0,0,0,0,1,0,0,0
disown,1,4,19,0,0,0,0.173913043,0.826086957,0,0,0
gammer,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
pitcher,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
schism,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
unique,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
agent,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
dribble,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
mizen,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
author,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
tailless,2,2,19,2,0,0,0.086956522,0.826086957,0.086956522,0,0
aground,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
dullard,1,3,20,0,0,0,0.130434783,0.869565217,0,0,0
cropland,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
dugout,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
crosswalk,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
vigil,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
causal,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
pollute,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
module,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
phalanx,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
draftsman,4,1,2,6,14,0,0.043478261,0.086956522,0.260869565,0.608695652,0
college,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
uphold,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
figure,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
carrot,1,7,15,0,0,1,0.304347826,0.652173913,0,0,0.043478261
bobby,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
broker,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
crowfoot,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
afoot,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
afloat,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
unmoved,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
again,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
aslant,2,20,3,0,0,0,0.869565217,0.130434783,0,0,0
unit,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
aback,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
sloppy,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
diaper,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
gander,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
piquet,1,18,3,0,0,2,0.782608696,0.130434783,0,0,0.086956522
until,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
drastic,2,8,14,1,0,0,0.347826087,0.608695652,0.043478261,0,0
cleanly,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
earthy,2,0,15,8,0,0,0,0.652173913,0.347826087,0,0
statute,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
monger,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
ledger,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
trivet,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
hackman,2,0,23,0,0,0,0,1,0,0,0
palter,2,0,23,0,0,0,0,1,0,0,0
filler,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
lucent,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
employ,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
irate,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
algae,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
trinket,2,1,18,4,0,0,0.043478261,0.782608696,0.173913043,0,0
tribune,2,15,7,1,0,0,0.652173913,0.304347826,0.043478261,0,0
triceps,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
inmate,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
verdure,2,0,22,0,0,1,0,0.956521739,0,0,0.043478261
easy,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
eclogue,2,12,8,0,0,3,0.52173913,0.347826087,0,0,0.130434783
woodland,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
pivot,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
cabin,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
titled,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
onus,1,8,13,0,0,2,0.347826087,0.565217391,0,0,0.086956522
dungeon,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
involve,2,0,23,0,0,0,0,1,0,0,0
tumble,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
turbid,2,0,23,0,0,0,0,1,0,0,0
moisten,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
chuckle,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
tungsten,3,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
moisture,2,6,14,3,0,0,0.260869565,0.608695652,0.130434783,0,0
geyser,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
truncheon,2,1,16,6,0,0,0.043478261,0.695652174,0.260869565,0,0
absolve,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
caucus,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
eagle,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
mollusk,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
pretzel,2,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0,0
tubule,2,17,5,0,0,1,0.739130435,0.217391304,0,0,0.043478261
stalwart,2,0,23,0,0,0,0,1,0,0,0
dustpan,3,0,2,21,0,0,0,0.086956522,0.913043478,0,0
portal,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
receipt,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
furthest,2,0,16,7,0,0,0,0.695652174,0.304347826,0,0
vicious,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
commit,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
culvert,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
foci,1,17,2,0,0,4,0.739130435,0.086956522,0,0,0.173913043
pillbox,2,0,23,0,0,0,0,1,0,0,0
disprove,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
dissolve,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
bewail,1,23,0,0,0,0,1,0,0,0,0
learning,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
coleslaw,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
millrace,2,0,23,0,0,0,0,1,0,0,0
mallet,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
venue,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
malaise,1,10,11,0,0,2,0.434782609,0.47826087,0,0,0.086956522
sexton,3,1,5,17,0,0,0.043478261,0.217391304,0.739130435,0,0
adopt,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
whereas,1,2,21,0,0,0,0.086956522,0.913043478,0,0,0
dethrone,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
cabstand,3,0,22,0,0,1,0,0.956521739,0,0,0.043478261
maxim,2,3,9,11,0,0,0.130434783,0.391304348,0.47826087,0,0
adjunct,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
currant,1,2,20,0,0,1,0.086956522,0.869565217,0,0,0.043478261
adieu,2,21,0,1,0,1,0.913043478,0,0.043478261,0,0.043478261
dislike,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
virgin,2,0,23,0,0,0,0,1,0,0,0
lettuce,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
discord,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
social,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
middle,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
reserved,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
scrimmage,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
dispense,2,6,17,0,0,0,0.260869565,0.739130435,0,0,0
village,1,2,21,0,0,0,0.086956522,0.913043478,0,0,0
folkway,2,1,4,18,0,0,0.043478261,0.173913043,0.782608696,0,0
vignette,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
center,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
saloon,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
instant,3,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
downy,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
chlorine,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
menthol,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
vineyard,2,0,23,0,0,0,0,1,0,0,0
maggot,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
donkey,2,4,17,2,0,0,0.173913043,0.739130435,0.086956522,0,0
mislay,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
afar,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
vaccine,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
mummer,1,12,10,0,0,1,0.52173913,0.434782609,0,0,0.043478261
pinky,2,0,16,7,0,0,0,0.695652174,0.304347826,0,0
inside,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
valet,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
inshore,2,0,23,0,0,0,0,1,0,0,0
cryptic,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
double,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
clergy,2,0,23,0,0,0,0,1,0,0,0
rocket,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
pinto,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
pinpoint,2,0,23,0,0,0,0,1,0,0,0
afield,1,23,0,0,0,0,1,0,0,0,0
misshape,2,2,18,3,0,0,0.086956522,0.782608696,0.130434783,0,0
dengue,2,1,17,3,0,2,0.043478261,0.739130435,0.130434783,0,0.086956522
useless,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
usher,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
lizard,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
docile,1,19,3,0,0,1,0.826086957,0.130434783,0,0,0.043478261
staple,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
vengeance,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
vector,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
velar,1,17,5,0,0,1,0.739130435,0.217391304,0,0,0.043478261
niggard,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
cuckold,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
larynx,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
censor,2,1,18,4,0,0,0.043478261,0.782608696,0.173913043,0,0
vender,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
retract,2,23,0,0,0,0,1,0,0,0,0
elder,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
cowpoke,1,23,0,0,0,0,1,0,0,0,0
chosen,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
affect,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
doldrums,3,0,23,0,0,0,0,1,0,0,0
castor,2,11,8,4,0,0,0.47826087,0.347826087,0.173913043,0,0
present,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
minstrel,4,1,13,8,1,0,0.043478261,0.565217391,0.347826087,0.043478261,0
dogged,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
mischief,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
pabulum,2,9,10,1,0,3,0.391304348,0.434782609,0.043478261,0,0.130434783
hallmark,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
body,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
climate,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
rebel,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
renounce,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
repent,1,23,0,0,0,0,1,0,0,0,0
nexus,2,4,16,3,0,0,0.173913043,0.695652174,0.130434783,0,0
postmark,3,0,1,22,0,0,0,0.043478261,0.956521739,0,0
mitten,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
hairy,1,7,16,0,0,0,0.304347826,0.695652174,0,0,0
cadence,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
misquote,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
conga,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
divine,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
symbol,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
handrail,3,0,4,19,0,0,0,0.173913043,0.826086957,0,0
hammock,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
batting,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
pension,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
remain,1,23,0,0,0,0,1,0,0,0,0
purport,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
resent,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
florid,1,3,20,0,0,0,0.130434783,0.869565217,0,0,0
wristband,3,0,5,18,0,0,0,0.217391304,0.782608696,0,0
pottage,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
pastel,2,9,12,2,0,0,0.391304348,0.52173913,0.086956522,0,0
dental,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
gumption,3,1,4,18,0,0,0.043478261,0.173913043,0.782608696,0,0
extant,3,0,10,10,3,0,0,0.434782609,0.434782609,0.130434783,0
furtive,2,0,23,0,0,0,0,1,0,0,0
conjunct,2,0,23,0,0,0,0,1,0,0,0
restaurant,3,4,10,8,1,0,0.173913043,0.434782609,0.347826087,0.043478261,0
lady,1,23,0,0,0,0,1,0,0,0,0
waistline,3,2,3,18,0,0,0.086956522,0.130434783,0.782608696,0,0
lambent,2,0,19,4,0,0,0,0.826086957,0.173913043,0,0
postlude,3,0,5,18,0,0,0,0.217391304,0.782608696,0,0
replete,2,23,0,0,0,0,1,0,0,0,0
haircloth,3,0,23,0,0,0,0,1,0,0,0
repulse,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
hackle,1,13,9,0,0,1,0.565217391,0.391304348,0,0,0.043478261
cockade,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
hydro,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
lagoon,1,23,0,0,0,0,1,0,0,0,0
nascent,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
enrage,2,0,23,0,0,0,0,1,0,0,0
reclaim,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
bedlam,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
harpoon,2,0,23,0,0,0,0,1,0,0,0
paling,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
splutter,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
limestone,3,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
redbreast,3,2,21,0,0,0,0.086956522,0.913043478,0,0,0
conduct,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
morass,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
recite,1,23,0,0,0,0,1,0,0,0,0
knockout,1,8,14,0,0,1,0.347826087,0.608695652,0,0,0.043478261
precede,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
rebus,1,20,2,0,0,1,0.869565217,0.086956522,0,0,0.043478261
devour,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
hartshorn,4,0,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0
heather,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
orphan,2,1,18,4,0,0,0.043478261,0.782608696,0.173913043,0,0
hassock,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
pamphlet,3,0,18,5,0,0,0,0.782608696,0.217391304,0,0
amen,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
beaker,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
tussock,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
pageant,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
silo,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
region,1,23,0,0,0,0,1,0,0,0,0
freeboard,1,23,0,0,0,0,1,0,0,0,0
relent,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
regret,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
labile,1,18,4,0,0,1,0.782608696,0.173913043,0,0,0.043478261
paddy,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
